TRANSACTION_ID,PORTFOLIO_ID,TIMESTAMP,TICKER,TRANSACTION_TYPE,QUANTITY,PRICE,TOTAL_AMOUNT,CURRENCY
TXN_F7E7807BE63844CA,PF_A1BB26075D,2021-12-23 17:57:38.867,IEF,Buy,1.7708000000000000,136.05,240.92,USD
TXN_E4F322E65B3946BC,PF_A1BB26075D,2021-12-23 18:09:08.529,TLT,Buy,2.1827000000000000,105.94,231.24,USD
TXN_D747AADBA5EB4F4B,PF_A1BB26075D,2021-12-23 18:18:14.379,SPY,Buy,8.2964000000000000,195.26,1619.96,USD
TXN_9DAE48DA2E7146D4,PF_A1BB26075D,2021-12-23 21:16:07.423,XLF,Buy,5.9103000000000000,271.37,1603.88,USD
TXN_30E735D087E24CF9,PF_A1BB26075D,2021-12-24 01:10:29.467,XOM,Buy,8.8448000000000000,179.78,1590.12,USD
TXN_067D13B7D9ED4C38,PF_A1BB26075D,2021-12-24 08:32:09.050,QQQ,Buy,4.8753000000000000,331.16,1614.50,USD
TXN_E015AD727CB84F1A,PF_A1BB26075D,2021-12-24 09:21:29.401,TSLA,Buy,47.4769000000000000,19.70,935.29,USD
TXN_91001E9DC12B4A39,PF_A1BB26075D,2021-12-24 09:49:47.579,PEP,Buy,2.5432000000000000,380.47,967.61,USD
TXN_8882B15638F047C5,PF_A1BB26075D,2021-12-24 10:06:09.644,SLV,Buy,0.5298000000000000,450.96,238.92,USD
TXN_7B5117BA0B0B4DBD,PF_A1BB26075D,2021-12-24 10:33:58.764,NVDA,Buy,2.8106000000000000,332.58,934.75,USD
TXN_BA805F6DB72F40EE,PF_B519AFAF06,2022-01-02 20:00:35.494,SLB,Buy,9.0230818116178300,398.40,3594.80,USD
TXN_E074D75895E14674,PF_B519AFAF06,2022-01-05 22:55:30.350,CASH,Withdrawal,3747.1100000000000000,1.00,3747.11,USD
TXN_B22719CDEFDE4EFC,PF_CDA42A9973,2022-01-12 12:18:38.522,CASH,Deposit,12513.1700000000000000,1.00,12513.17,USD
TXN_F00F3B97B9264D5F,PF_CDA42A9973,2022-02-09 06:50:23.035,XLE,Sell,38.8776793947712500,322.68,12545.05,USD
TXN_16EB81A601AA4A75,PF_A1BB26075D,2022-02-19 11:15:59.515,CASH,Deposit,2457.7567447495594000,1.00,2457.76,USD
TXN_9CD36BFE31B7457F,PF_2748ED7FE7,2022-04-09 14:42:08.382,CASH,Withdrawal,3940.3900000000100000,1.00,3940.39,USD
TXN_44C60602658D4113,PF_2748ED7FE7,2022-04-12 06:12:14.793,TLT,Buy,8.9450565842141800,368.70,3298.04,USD
TXN_196E6F578FD34439,PF_A1BB26075D,2022-05-02 05:18:00.326,CASH,Withdrawal,16.5599999999999000,1.00,16.56,USD
TXN_AAEAF1D91B2E4A31,PF_B519AFAF06,2022-05-10 00:29:40.745,CASH,Deposit,950.1247769065900000,1.00,950.12,USD
TXN_C80E28642FED4D8C,PF_A1BB26075D,2022-05-12 09:12:35.307,SLV,Buy,0.0338806583085499,499.45,16.92,USD
TXN_1D054FD9AEF44E98,PF_2748ED7FE7,2022-05-19 07:09:49.511,SLV,Buy,15.9191103099003300,263.04,4187.36,USD
TXN_3D81664DBE2941DD,PF_2748ED7FE7,2022-05-22 01:28:37.459,CASH,Withdrawal,3190.3500000000100000,1.00,3190.35,USD
TXN_3071A066DC294BD1,PF_EE894C4906,2022-05-31 17:27:21.128,AGG,Buy,206.7265000000000000,418.61,86537.78,USD
TXN_44B33C0CB4794808,PF_EE894C4906,2022-05-31 18:13:23.825,META,Buy,601.1808000000000000,49.44,29722.38,USD
TXN_881036911ADC4FF5,PF_BC693F199C,2022-05-31 19:55:13.090,GLD,Buy,353.3964000000000000,61.39,21695.00,USD
TXN_67E509847FF5473F,PF_EE894C4906,2022-05-31 20:39:43.042,NVDA,Buy,175.4472000000000000,175.43,30778.70,USD
TXN_F5FD9FADDFB544DD,PF_EE894C4906,2022-05-31 21:40:10.292,SLB,Buy,249.8619000000000000,345.57,86344.78,USD
TXN_60953F96FAB0439E,PF_EE894C4906,2022-05-31 21:48:03.933,HON,Buy,335.3122000000000000,99.13,33239.50,USD
TXN_64FA1C543F434FDE,PF_EE894C4906,2022-05-31 22:03:03.921,EOG,Buy,1026.4720000000000000,82.89,85084.26,USD
TXN_D93F35BDF718402B,PF_BC693F199C,2022-05-31 22:30:02.922,CVX,Buy,92.1719000000000000,303.59,27982.47,USD
TXN_C7E86A5747EA4EA6,PF_BC693F199C,2022-05-31 23:32:32.228,ABBV,Buy,1012.5521000000000000,487.66,493781.16,USD
TXN_45EF3AD177E84322,PF_EE894C4906,2022-05-31 23:59:05.489,MPC,Buy,710.9988000000000000,122.16,86855.61,USD
TXN_C5F6A5B074984180,PF_BC693F199C,2022-06-01 01:56:26.714,TSLA,Buy,1673.5699000000000000,276.81,463260.88,USD
TXN_0D9F0CAD43654AED,PF_EE894C4906,2022-06-01 02:37:34.315,QQQ,Buy,465.1711000000000000,185.27,86182.25,USD
TXN_A0759D1DC1744499,PF_BC693F199C,2022-06-01 03:35:02.070,SLV,Buy,287.2642000000000000,71.55,20553.75,USD
TXN_C43B5657A79240FC,PF_BC693F199C,2022-06-01 04:00:36.962,SLB,Buy,319.1392000000000000,88.63,28285.31,USD
TXN_8CFAE2179CAE4FA2,PF_EE894C4906,2022-06-01 08:28:35.830,RTX,Buy,157.2682000000000000,166.35,26161.57,USD
TXN_BE6255F5F2924898,PF_EE894C4906,2022-06-01 08:47:15.335,BAC,Buy,99.2263000000000000,302.91,30056.64,USD
TXN_C687797741AD4594,PF_BC693F199C,2022-06-01 08:47:38.891,TLT,Buy,57.8906000000000000,346.19,20041.15,USD
TXN_073921B6B1874A73,PF_EE894C4906,2022-06-01 08:56:34.646,BND,Buy,382.1835000000000000,230.84,88223.24,USD
TXN_3F9D8F861D6C4C00,PF_BC693F199C,2022-06-01 10:07:13.907,IEF,Buy,743.4312000000000000,29.72,22094.78,USD
TXN_B30749EBFA3F44F4,PF_EE894C4906,2022-06-01 10:14:58.709,TMO,Buy,73.4117000000000000,405.75,29786.80,USD
TXN_07781EDF9CFE45E8,PF_BC693F199C,2022-06-01 10:57:36.006,IVV,Buy,105.6962000000000000,272.39,28790.59,USD
TXN_CC53CDFB8D34418C,PF_EE894C4906,2022-06-01 12:20:03.786,XLK,Buy,191.2997000000000000,435.46,83303.37,USD
TXN_1D0F86193B484C70,PF_EE894C4906,2022-06-01 12:30:54.076,PG,Buy,237.3387000000000000,123.01,29195.03,USD
TXN_5A599FD0CEDE411B,PF_BC693F199C,2022-06-01 12:55:02.752,HON,Buy,3918.8747000000000000,123.45,483785.08,USD
TXN_9BA03C3C2B9D4713,PF_BC693F199C,2022-06-16 10:30:11.559,CASH,Deposit,4952.9372148532400000,1.00,4952.94,USD
TXN_F439D54D0A4F4C47,PF_B519AFAF06,2022-06-26 18:23:44.217,CASH,Deposit,7021.3799999999900000,1.00,7021.38,USD
TXN_098EB90A515D4E21,PF_B519AFAF06,2022-07-06 15:14:13.992,IVV,Sell,48.3133490965186700,152.87,7385.66,USD
TXN_429A6771056540F8,PF_2748ED7FE7,2022-08-08 01:46:29.779,CASH,Withdrawal,13196.2699999999900000,1.00,13196.27,USD
TXN_9E43E474DBC44516,PF_55CEA77DA1,2022-08-10 15:53:51.636,XLF,Buy,2925.1700000000000000,33.77,98782.99,USD
TXN_03E36E65DAEC41B2,PF_55CEA77DA1,2022-08-10 19:59:15.560,JPM,Buy,560.0086000000000000,223.86,125363.53,USD
TXN_48F37D4227264DDF,PF_55CEA77DA1,2022-08-10 21:15:26.915,CAT,Buy,880.6870000000000000,167.18,147233.25,USD
TXN_C799FBB27E8A4F62,PF_55CEA77DA1,2022-08-10 22:10:21.046,MCD,Buy,1295.5854000000000000,98.34,127407.87,USD
TXN_EB5BDB74414B49E9,PF_55CEA77DA1,2022-08-10 22:27:49.054,IEF,Buy,64.2955000000000000,437.01,28097.78,USD
TXN_FBBE962D65D64C2E,PF_55CEA77DA1,2022-08-10 23:05:20.991,AGG,Buy,601.0957000000000000,159.25,95724.49,USD
TXN_EEE7FBBC7D404EAB,PF_55CEA77DA1,2022-08-10 23:53:37.047,EOG,Buy,359.0396000000000000,278.38,99949.44,USD
TXN_4615AE96DF7B43CB,PF_55CEA77DA1,2022-08-11 00:07:12.483,GS,Buy,445.3538000000000000,321.54,143199.06,USD
TXN_E1F53E54B01B499F,PF_55CEA77DA1,2022-08-11 01:22:12.999,MPC,Buy,1477.5012000000000000,67.23,99332.41,USD
TXN_6633F3246C8F4FB8,PF_55CEA77DA1,2022-08-11 01:36:07.917,WMT,Buy,1022.6306000000000000,126.60,129465.03,USD
TXN_EE952672E28E4BBB,PF_55CEA77DA1,2022-08-11 02:07:00.187,SLV,Buy,78.7105000000000000,347.42,27345.60,USD
TXN_615C5B33BE934E74,PF_55CEA77DA1,2022-08-11 03:24:19.462,SLB,Buy,286.0358000000000000,350.60,100284.15,USD
TXN_BFBA943BC21C4834,PF_55CEA77DA1,2022-08-11 09:22:28.841,GLD,Buy,95.0712000000000000,303.53,28856.96,USD
TXN_0F9AF657465C4BBB,PF_55CEA77DA1,2022-08-11 10:15:52.827,COST,Buy,651.2158000000000000,205.53,133844.38,USD
TXN_F30951D93A324D16,PF_55CEA77DA1,2022-08-11 12:43:44.937,XLE,Buy,281.0716000000000000,348.13,97849.46,USD
TXN_9EB2C50FD9D2448F,PF_55CEA77DA1,2022-08-11 13:29:19.769,BA,Buy,302.9324000000000000,433.91,131445.40,USD
TXN_7337D9C6DA6B4CDD,PF_CDA42A9973,2022-08-14 19:44:02.885,QQQ,Sell,98.8670708431962000,204.09,20177.78,USD
TXN_104A8BD8CF004B01,PF_CDA42A9973,2022-08-16 19:17:09.169,CASH,Deposit,18098.6100000000200000,1.00,18098.61,USD
TXN_C9DE774202E44FF9,PF_C6FF9B16EA,2022-08-17 05:53:54.137,COP,Buy,2.7534000000000000,440.79,1213.67,USD
TXN_F3E76CB73BEA42F6,PF_C6FF9B16EA,2022-08-17 08:25:48.897,GLD,Buy,0.7201000000000000,241.59,173.97,USD
TXN_F41268B606474663,PF_C6FF9B16EA,2022-08-17 11:31:24.039,SLB,Buy,2.8286000000000000,435.79,1232.68,USD
TXN_D195F21E5F1D4DFA,PF_C6FF9B16EA,2022-08-17 11:46:33.515,IEF,Buy,0.8861000000000000,201.32,178.39,USD
TXN_843F1AA688DF465A,PF_C6FF9B16EA,2022-08-17 14:32:49.721,TMO,Buy,13.2467000000000000,202.12,2677.42,USD
TXN_E69F0CB6ECA744AC,PF_C6FF9B16EA,2022-08-17 15:47:58.275,TLT,Buy,4.6700000000000000,38.58,180.17,USD
TXN_40AEBF9902214E08,PF_C6FF9B16EA,2022-08-17 17:12:04.559,SPY,Buy,21.6019000000000000,55.89,1207.33,USD
TXN_52F2E019426A49C8,PF_C6FF9B16EA,2022-08-17 17:33:19.848,SLV,Buy,5.7230000000000000,30.00,171.69,USD
TXN_49B9CC5277DE4322,PF_C6FF9B16EA,2022-08-17 23:25:26.153,PEP,Buy,7.2601000000000000,354.69,2575.08,USD
TXN_F8BEF8F76FF74772,PF_C6FF9B16EA,2022-08-18 03:45:57.200,XLF,Buy,9.5948000000000000,125.88,1207.79,USD
TXN_BE833DD66E904F3B,PF_C6FF9B16EA,2022-08-18 04:45:24.517,NVDA,Buy,7.1546000000000000,382.75,2738.42,USD
TXN_39D34A6799E34577,PF_2748ED7FE7,2022-08-22 11:55:38.919,XLK,Buy,39.2921539351960300,355.90,13984.08,USD
TXN_C65DD73B92124215,PF_A2627783E9,2022-08-22 15:16:54.415,AGG,Buy,23.1190000000000000,175.58,4059.23,USD
TXN_4D7DFD07D74E4BFD,PF_A2627783E9,2022-08-22 18:12:56.512,QQQ,Buy,9.0868000000000000,445.90,4051.80,USD
TXN_0227960A3AB94CC1,PF_A2627783E9,2022-08-22 19:33:08.381,SLV,Buy,1.2584000000000000,358.41,451.02,USD
TXN_768B22AA0DE8483D,PF_A2627783E9,2022-08-22 19:47:24.538,MCD,Buy,5.6046000000000000,337.76,1893.01,USD
TXN_D15955915418489C,PF_A2627783E9,2022-08-22 19:55:13.169,NVDA,Buy,21.8950000000000000,86.08,1884.72,USD
TXN_F5FCE0E592904DAC,PF_A2627783E9,2022-08-22 20:24:07.957,NKE,Buy,3.9666000000000000,485.50,1925.78,USD
TXN_DF32FEE19D7A4895,PF_A2627783E9,2022-08-22 21:42:07.421,IEF,Buy,1.5613000000000000,305.11,476.37,USD
TXN_072BE047EE3B4717,PF_A2627783E9,2022-08-22 22:16:51.274,BLK,Buy,4.9545000000000000,363.18,1799.38,USD
TXN_E5A6608E511B47AF,PF_A2627783E9,2022-08-22 23:16:29.162,GLD,Buy,9.6481000000000000,43.20,416.80,USD
TXN_9627F4A4C56E424E,PF_A2627783E9,2022-08-22 23:53:53.744,IVV,Buy,16.0495000000000000,251.60,4038.05,USD
TXN_84B0FD9C289A4F15,PF_A2627783E9,2022-08-23 02:02:54.241,HON,Buy,15.3958000000000000,111.76,1720.63,USD
TXN_2DCD54596F0A4145,PF_A2627783E9,2022-08-23 02:07:09.707,BA,Buy,9.3662000000000000,186.70,1748.67,USD
TXN_42B989BC81DC4640,PF_A2627783E9,2022-08-23 02:56:18.453,CAT,Buy,4.0842000000000000,421.33,1720.80,USD
TXN_0E3ACC53E86048F2,PF_A2627783E9,2022-08-23 03:06:42.534,TLT,Buy,1.1195000000000000,430.45,481.89,USD
TXN_1AD0C0C5CF1D49B4,PF_A2627783E9,2022-08-23 05:56:06.605,CVX,Buy,14.8887000000000000,272.02,4050.02,USD
TXN_F45C5EF56CEF40B8,PF_A2627783E9,2022-08-23 07:55:36.467,GE,Buy,4.7221000000000000,390.68,1844.83,USD
TXN_EBD6F73F9B9042AC,PF_BC693F199C,2022-09-01 08:45:52.106,GLD,Sell,38.7565778482567400,62.67,2428.87,USD
TXN_1F23694821994110,PF_BC693F199C,2022-09-16 12:39:11.222,CASH,Deposit,2718.0000000000000000,1.00,2718.00,USD
TXN_B8C27667F26F4772,PF_9B91FC1C78,2022-09-30 00:26:10.792,HON,Buy,1473.9988000000000000,60.61,89339.07,USD
TXN_123F003730194960,PF_9B91FC1C78,2022-09-30 02:59:54.062,PFE,Buy,622.7694000000000000,143.39,89298.90,USD
TXN_D850686ED99549A8,PF_9B91FC1C78,2022-09-30 04:49:13.686,MPC,Buy,30.8165000000000000,352.38,10859.12,USD
TXN_71C05287FD1B4486,PF_9B91FC1C78,2022-09-30 05:14:19.732,GLD,Buy,23.2998000000000000,464.15,10814.60,USD
TXN_DD891BF5E1944363,PF_9B91FC1C78,2022-09-30 08:46:09.314,JPM,Buy,597.9343000000000000,146.89,87830.57,USD
TXN_7BB7BD9F57CA4711,PF_9B91FC1C78,2022-09-30 08:48:15.354,PG,Buy,192.3732000000000000,498.93,95980.76,USD
TXN_0010E9617CE4490A,PF_9B91FC1C78,2022-09-30 09:30:26.777,RTX,Buy,248.9692000000000000,385.29,95925.34,USD
TXN_EDA7FEA3FBC34C6F,PF_9B91FC1C78,2022-09-30 09:32:32.818,IEF,Buy,30.2377000000000000,377.78,11423.20,USD
TXN_F27F3E91FEA44E2D,PF_9B91FC1C78,2022-09-30 10:53:19.268,SLB,Buy,59.6735000000000000,185.54,11071.82,USD
TXN_92F964F116C548CB,PF_9B91FC1C78,2022-09-30 12:43:06.610,QQQ,Buy,59.4498000000000000,183.98,10937.57,USD
TXN_D63BC03BF88740CA,PF_9B91FC1C78,2022-09-30 13:16:23.426,TLT,Buy,349.2372000000000000,32.83,11465.46,USD
TXN_558528BA47684B8E,PF_9B91FC1C78,2022-09-30 13:31:17.740,SLV,Buy,60.5722000000000000,178.91,10836.97,USD
TXN_B75184EA3D244914,PF_9B91FC1C78,2022-09-30 16:18:14.584,MCD,Buy,328.4661000000000000,295.51,97065.02,USD
TXN_3EBE9052FB3143F9,PF_9B91FC1C78,2022-09-30 20:53:31.688,AMZN,Buy,375.6082000000000000,228.57,85852.77,USD
TXN_634B9114CD55451C,PF_9B91FC1C78,2022-09-30 21:08:54.885,MSFT,Buy,3517.0992000000000000,28.97,101890.36,USD
TXN_C57ACCC567D1402D,PF_9B91FC1C78,2022-09-30 21:10:36.727,AGG,Buy,57.6073000000000000,193.45,11144.13,USD
TXN_A9E1BDC00A9B4530,PF_595F03736E,2022-10-05 22:32:33.581,IVV,Buy,162.3464000000000000,390.20,63347.57,USD
TXN_D31EA178DAF546EC,PF_595F03736E,2022-10-06 00:32:52.362,TSLA,Buy,164.9804000000000000,358.17,59091.03,USD
TXN_C70CEBBE7B4A4F65,PF_595F03736E,2022-10-06 01:43:50.679,MPC,Buy,265.2073000000000000,237.09,62878.00,USD
TXN_5BAB3D96719F4ECF,PF_595F03736E,2022-10-06 01:59:01.432,CVX,Buy,183.2330000000000000,344.27,63081.62,USD
TXN_B6302EF3A8474B2A,PF_595F03736E,2022-10-06 03:28:57.393,IEF,Buy,51.7009000000000000,236.91,12248.46,USD
TXN_7361A555CAD549AC,PF_595F03736E,2022-10-06 05:27:33.996,EOG,Buy,630.2116000000000000,99.36,62617.82,USD
TXN_161BA3F780934D27,PF_595F03736E,2022-10-06 06:00:07.744,SLB,Buy,144.1569000000000000,439.27,63323.80,USD
TXN_1EC7CC57AC5E4BB0,PF_595F03736E,2022-10-06 07:58:49.305,GLD,Buy,81.1300000000000000,150.59,12217.37,USD
TXN_1C297051E0E942A7,PF_595F03736E,2022-10-06 11:11:19.854,JNJ,Buy,142.2207000000000000,462.74,65811.21,USD
TXN_2B97BA0BCE01490B,PF_595F03736E,2022-10-06 12:16:26.837,TLT,Buy,101.3105000000000000,127.96,12963.69,USD
TXN_F9E5710A539448F1,PF_595F03736E,2022-10-06 12:27:44.728,MS,Buy,479.5826000000000000,147.58,70776.80,USD
